codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,nivel,sector,area,status,modalidad,jornada,plan,departamental
06-08-0471-46,06-012,Santa Rosa,Chiquimulilla,Colegio Tecnico De Computacion C.T.S.,Colonia Vista Hermosa, 7885-1522,Siria Ileana Gonzalez Reyes De Sierra,Luis Estuardo Gudiel Robledo,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-08-1156-46,06-012,Santa Rosa,Chiquimulilla,"Colegio Particular Mixto ""Centro Integral Sistemático Cis""",Barrio Santiago, 7884-9174,Siria Ileana Gonzalez Reyes De Sierra,Miryam Lisbeth Hernández Martínez,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-08-1683-46,06-012,Santa Rosa,Chiquimulilla,Instituto Diversificado Por Cooperativa De Enseñanza,"Avenida De Ingreso, Barrio Santiago", 7884-9776,Siria Ileana Gonzalez Reyes De Sierra,Miguel Angel Rodriguez Cristales,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-08-1800-46,06-012,Santa Rosa,Chiquimulilla,Colegio Particular Mixto 'Centro Integral Sistematico -Cis-',3Ra. Avenida 4-65 Zona 2 Chiquimulilla, 7884-9174,Siria Ileana Gonzalez Reyes De Sierra,Iracema Higinia Morales Ortíz,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Santa Rosa
06-09-0027-46,06-032,Santa Rosa,Taxisco,Instituto Nacional De Educacion Diversificada,Aldea La Candelaria, 4816-5193,Marco Antonio Carbajal Fallas,Claudia Marina Gomez Morales,Diversificado,Oficial,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Santa Rosa
06-09-0028-46,06-019,Santa Rosa,Taxisco,Instituto Nacional De Educacion Diversificada,Cabecera Municipal, 4296-8893,Jose Alberto Lopez Perez,Carlos Rafael Barrientos Roldan,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Santa Rosa
06-09-0032-46,06-032,Santa Rosa,Taxisco,Instituto Mixto De Educacion Diversificada Por Cooperativa De Enseñanza,Aldea La Candelaria, 3061-7107,Marco Antonio Carbajal Fallas,Walfred Alexi Escobar Alvarado,Diversificado,Cooperativa,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-09-0036-46,06-019,Santa Rosa,Taxisco,Centro Tecnologico Industrial Ceti,Cabecera Municipal, 5477-0387,Jose Alberto Lopez Perez,Oscar Ernesto Martínez Olivares,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-09-0037-46,06-019,Santa Rosa,Taxisco,"Centro Tecnologico Industrial ""Ceti""",Cabecera Municipal, 5477-0387,Jose Alberto Lopez Perez,Oscar Ernesto Martínez Olivares,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Santa Rosa
06-09-0046-46,06-019,Santa Rosa,Taxisco,Instituto De Educacion Diversificada Por Cooperativa De Enseñanza,Cabecera Municipal, 7874-9833,Jose Alberto Lopez Perez,Selvin Minray Guevara Rivera,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Santa Rosa
06-09-0050-46,06-019,Santa Rosa,Taxisco,"Centro Tecnológico Industrial ""Ceti""",Calle Principal Colonia Brisas Del Mar, 5477-0387,Jose Alberto Lopez Perez,Oscar Ernesto Martínez Olivares,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Santa Rosa
06-09-1389-46,06-019,Santa Rosa,Taxisco,Instituto De Diversificado Por Cooperativa,Cabecera Municipal, 7874-9833,Jose Alberto Lopez Perez,Selvin Minray Guevara Rivera,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-09-1997-46,06-019,Santa Rosa,Taxisco,Colegio Particular Mixto San Jose,Cabecera Municipal, 7727-0602,Jose Alberto Lopez Perez,Gladys Janette Morales Santos,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-10-0022-46,06-017,Santa Rosa,Santa Maria Ixhuatan,Instituto Nacional De Educacion Diversificada,Cantón Buena Vista, 5991-0109,Jose Obdulio Blanco Mejia,Rosby Etelvia Dávila Molina,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-10-0030-46,06-017,Santa Rosa,Santa Maria Ixhuatan,"Liceo Mixto Bilingue ""Pedagogico Moderno""",Aldea Estanzuelas, 4212-4143,Jose Obdulio Blanco Mejia,Hilma González Ruano,Diversificado,Privado,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Santa Rosa
06-10-0040-46,06-017,Santa Rosa,Santa Maria Ixhuatan,"Colegio ""Nuestra Señora Del Carmen""",Cantón El Centro, 7884-6479,Jose Obdulio Blanco Mejia,Luis Enrique Lemus Santos,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-10-0041-46,06-017,Santa Rosa,Santa Maria Ixhuatan,Instituto De Educación Diversificada Por Cooperativa De Enseñanza,Aldea El Cuje, 5010-6438,Jose Obdulio Blanco Mejia,Alma Elizabeth Corado Castellanos,Diversificado,Cooperativa,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-10-1256-46,06-017,Santa Rosa,Santa Maria Ixhuatan,"Colegio Particular Mixto ""Santa Maria""",Cantón Barrios, 5709-1598,Jose Obdulio Blanco Mejia,Zulema Cristabel Aguilar Franco,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-10-1932-46,06-017,Santa Rosa,Santa Maria Ixhuatan,Liceo Mixto Bilingue Pedagogico Moderno,Aldea Estanzuelas, 4212-4143,Jose Obdulio Blanco Mejia,Hilma González Ruano,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-11-0022-46,06-037,Santa Rosa,Guazacapan,Instituto Nacional De Educacion Diversificada,Barrio San Miguel Oriente (Entrada A La Colonia Los Almendros), 5582-0659,Idanea Maribel Morales Mijangos De Hernandez,Sulyvan Carolo Godoy Estrada,Diversificado,Oficial,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Santa Rosa
06-11-0043-46,06-037,Santa Rosa,Guazacapan,"Colegio Particular Mixto Cristiano ""Fe Viva""","Calle El Cocalito, Aldea Poza De Agua", 4289-9995,Idanea Maribel Morales Mijangos De Hernandez,Cesia Betzabé Hernández Gómez,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-11-0048-46,06-037,Santa Rosa,Guazacapan,Colegio Tecnológico De Informática,Barrio San Miguel Oriente, 7884-6329,Idanea Maribel Morales Mijangos De Hernandez,Victor Manuel Pérez López,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Santa Rosa
06-11-0050-46,06-037,Santa Rosa,Guazacapan,Colegio Tecnológico De Informática,Barrio San Miguel Oriente, 7884-6329,Idanea Maribel Morales Mijangos De Hernandez,Victor Manuel Pérez López,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Santa Rosa
06-11-0470-46,06-037,Santa Rosa,Guazacapan,"Colegio Particular Mixto ""Miguel Angel Asturias""",Barrio San Miguel Centro, 7884-6250,Idanea Maribel Morales Mijangos De Hernandez,Tesla Aydé Ayala Pazos,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-11-1458-46,06-037,Santa Rosa,Guazacapan,Colegio Tecnologico De Informatica,Barrio San Miguel Oriente, 7884-6329,Idanea Maribel Morales Mijangos De Hernandez,Victor Manuel Pérez López,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-11-1594-46,06-037,Santa Rosa,Guazacapan,"Escuela Normal De Educacion Fisica ""Lic. Aristides Baldomero Crespo Villegas""",Barrio San Miguel Oriente, 7884-6291,Idanea Maribel Morales Mijangos De Hernandez,Mario Roberto Castro,Diversificado,Oficial,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Santa Rosa
06-12-0015-46,06-020,Santa Rosa,Santa Cruz Naranjo,Instituto Nacional De Educacion Diversificada,Barrio El Campo, 4726-5974,Kareen Ana Lizbeth Santos Franco,Silvia Eugenia Quevedo Franco,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-12-0030-46,06-020,Santa Rosa,Santa Cruz Naranjo,Spring Garden College,Calle Real Del Calvario Aldea El Teocinte, 4214-5016,Kareen Ana Lizbeth Santos Franco,Claudia Gabriela Pichilla Tepaz,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Santa Rosa
06-13-0028-46,06-022,Santa Rosa,Pueblo Nuevo Viñas,Instituto Nacional De Educacion Diversificada,Cabecera Municipal, 5941-7110,Iscenia Marleny Lopez Morales De Hernandez,Didieet Del Rosario García Blanco,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Santa Rosa
06-13-1808-46,06-021,Santa Rosa,Pueblo Nuevo Viñas,Liceo Particular Mixto 'San Antonio',4Ta. Avenida 2-65 Zona 1, 5697-0435,Marvin Eduardo Perez Del Cid,Selvin Donaldo Girón Jiménez,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Santa Rosa
06-13-1811-46,06-021,Santa Rosa,Pueblo Nuevo Viñas,Liceo Particular Mixto 'San Antonio',Nan,,Marvin Eduardo Perez Del Cid,Selvin Donaldo Girón Jiménez,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-14-0001-46,06-023,Santa Rosa,Nueva Santa Rosa,"Colegio Particular Mixto ""La Esperanza""",Av. Teofilo Solares 0-50 Zona 2, 5056-9370,Cesar Efrain Barrera Y Barrera,Rafaela Sánchez García,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Santa Rosa
06-14-0012-46,06-023,Santa Rosa,Nueva Santa Rosa,Instituto Nacional De Educacion Diversificada,0 Avenida 1-50 Zona 1 Nueva Santa Rosa, 5894-8598,Cesar Efrain Barrera Y Barrera,Jennifer Isabel Xiloj Calel De Muñoz,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-14-0025-46,06-023,Santa Rosa,Nueva Santa Rosa,"Colegio Particular Mixto Integral ""El Saber""",11 Calle 1-11 Zona 1, 7888-9100,Cesar Efrain Barrera Y Barrera,Marta Lidia Flores Auceda,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-14-0030-46,06-023,Santa Rosa,Nueva Santa Rosa,Instituto De Educación Diversificada Por Cooperativa De Enseñanza,Barrio El Calvario, 7888-9292,Cesar Efrain Barrera Y Barrera,Clara Delma Salazar Donis,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Santa Rosa
06-14-0037-46,06-025,Santa Rosa,Nueva Santa Rosa,Instituto Nacional De Educacion Diversificada,Aldea Jumaytepeque, 4918-2195,Roger Amilcar Alvarez Salazar,Reina Elizeth Gonzalez Donis,Diversificado,Oficial,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Santa Rosa
06-14-0038-46,06-023,Santa Rosa,Nueva Santa Rosa,Instituto De Educacion Diversificada Por Cooperativa De Enseñanza,Barrio El Calvario, 7888-9292,Cesar Efrain Barrera Y Barrera,Clara Delma Salazar Donis,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-14-0039-46,06-025,Santa Rosa,Nueva Santa Rosa,"Centro Educativo ""Nueva Asunción""",3Ra. Avenida 10-10 Zona 1, 5923-2857,Roger Amilcar Alvarez Salazar,Brenda Elizeth Arriaga Arredondo,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Santa Rosa
06-14-0042-46,06-025,Santa Rosa,Nueva Santa Rosa,"Colegio Particular Mixto Bilingüe ""Pequeños Cientificos""","3A. Avenida 10-63 Zona 1 Cabecera Municipal, Nueva Santa Rosa, Santa Rosa", 4295-6799,Roger Amilcar Alvarez Salazar,José Antonio Martinez Ordoñéz,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-14-0043-46,06-025,Santa Rosa,Nueva Santa Rosa,"Colegio Particular Mixto Bilingüe ""Pequeños Cientificos""","3A. Avenida 10-63 Zona 1 Cabecera Municipal, Nueva Santa Rosa, Santa Rosa", 4295-6799,Roger Amilcar Alvarez Salazar,José Antonio Martinez Ordoñéz,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Santa Rosa
06-14-0044-46,06-025,Santa Rosa,Nueva Santa Rosa,"Colegio Particular Mixto Bilingüe ""Pequeños Cientificos""","3A. Avenida 10-63 Zona 1 Cabecera Municipal, Nueva Santa Rosa, Santa Rosa", 4295-6799,Roger Amilcar Alvarez Salazar,José Antonio Martínez Ordoñez,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Santa Rosa
06-14-0045-46,06-025,Santa Rosa,Nueva Santa Rosa,"Colegio Particular Mixto Bilingüe ""Pequeños Cientificos""","3A. Avenida 10-63 Zona 1 Cabecera Municipal, Nueva Santa Rosa, Santa Rosa", 4295-6799,Roger Amilcar Alvarez Salazar,José Antonio Martínez Ordoñez,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Santa Rosa
06-14-0046-46,06-025,Santa Rosa,Nueva Santa Rosa,Instituto Particular Mixto De Comercio,0 Avenida Entre 12 Y 13 Calle Zona 1 Cantón Palín, 7888-9751,Roger Amilcar Alvarez Salazar,Karla Patricia Serra Turcios,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Santa Rosa
06-14-0049-46,06-025,Santa Rosa,Nueva Santa Rosa,Instituto Particular Mixto De Comercio,0 Avenida Entre 12 Y 13 Calle Zona 1 Cantón Palín, 4829-9988,Roger Amilcar Alvarez Salazar,Karla Patricia Serra Turcios,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Santa Rosa
06-14-0416-46,06-025,Santa Rosa,Nueva Santa Rosa,Instituto Particular Mixto De Comercio,0 Avenida Entre 12 Y 13 Calle Zona 1 Cantón Palín, 7888-9751,Roger Amilcar Alvarez Salazar,Karla Patricia Serra Turcios,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
06-14-0450-46,06-025,Santa Rosa,Nueva Santa Rosa,Centro Educativo Nuestra Señora De La Esperanza,"Caserío El Chiltepe, Aldea Chapas", 4017-5127,Roger Amilcar Alvarez Salazar,Humberta Ramos Pérez,Diversificado,Privado,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Santa Rosa
06-14-1996-46,06-023,Santa Rosa,Nueva Santa Rosa,"Colegio Particular Mixto ""La Esperanza""",Avenida Teófilio Solares 0-50 Zona 2, 5056-9370,Cesar Efrain Barrera Y Barrera,Rafaela Sánchez García,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Santa Rosa
07-01-0059-46,07-003,Solola,Solola,"Liceo Tecnológico Bilingüe ""Cuauhtemallan De Solola""","Caserío Cayalá, Aldea El Tablón", 3592-3669,Víctor Chumil Chiroy,Moises Guarcax Chiroy,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-01-0061-46,07-003,Solola,Solola,"Liceo Tecnológico Bilingüe ""Cuauhtemallan De Solola""","Caserío Cayalá, Aldea El Tablón", 3592-3669,Víctor Chumil Chiroy,Moises Guarcax Chiroy,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Sololá
07-01-0096-46,07-019,Solola,Solola,Colegio Monte Sion,6A. Avenida 8-07 Zona 2 Barrio El Calvario, 7762-3832,Estela Ben Ajcalón De Tuy,José David Tzay Puác,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-01-0106-46,07-019,Solola,Solola,Instituto Nacional De Educacion Diversificada,5Ta. Calle 0-37 Barrio San Antonio, 3244-2607,Estela Ben Ajcalón De Tuy,Lincy María Tiu García,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-01-0121-46,07-004,Solola,Solola,Centro Educativo De Formación Profesional -Cefpro-,"Caserío Coxom, Aldea San Juan Argueta", 5935-6919,Víctor Miguel Menchú Menchú,Elias Miguel Rosales Tahay,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Sololá
07-01-0124-46,07-003,Solola,Solola,"Liceo Tecnológico Bilingüe ""Cuauhtemallan De Sololá""","Caserío Cayalá, Aldea El Tablón", 3592-3669,Víctor Chumil Chiroy,Moises Guarcax Chiroy,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Sololá
07-01-0144-46,07-019,Solola,Solola,"Colegio Cientifico ""Montessori""","9A. Calle 8-81 Zona 2, Barrio El Calvario", 7762-3427,Estela Ben Ajcalón De Tuy,Yovany Israel Rosales Corzo,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-01-0152-46,07-003,Solola,Solola,"Liceo Profesional ""Las Americas""","Caserío Central, Cantón El Tablón", 7762-4703,Víctor Chumil Chiroy,Camilio Yaxón Cosiguá,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Sololá
07-01-0158-46,07-002,Solola,Solola,Instituto Mixto De Educación Diversificada Por Cooperativa,"Caserío Central, Aldea Pixabaj", 4568-4531,Carlos Rigoberto Pos Tuy,Sebastian Tun Tun,Diversificado,Cooperativa,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-01-0162-46,07-004,Solola,Solola,Instituto De Educación Diversificada Por Cooperativa Chaquijyá,"Caserío Cooperativa, Aldea Chaquijyá", 4455-4930,Víctor Miguel Menchú Menchú,Víctor Saloj Yaxón,Diversificado,Cooperativa,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-01-0164-46,07-019,Solola,Solola,Instituto Tecnológico De La Universidad Del Valle De Guatemala Altiplano,"Km. 137, Caserío Xolbé Aldea El Tablón", 7931-0814,Estela Ben Ajcalón De Tuy,Cecilia Yordeny Vicente Zapeta,Diversificado,Privado,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-01-0165-46,07-019,Solola,Solola,Escuela En Ciencias De La Computación,"3Ra. Calle 1-30 Zona 1, Barrio San Antonio", 7762-5180,Estela Ben Ajcalón De Tuy,Luis Leonardo Argueta Mogollón,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Sololá
07-01-0166-46,07-019,Solola,Solola,Escuela En Ciencias De La Computación,"3Ra. Calle 1-30 Zona 1, Barrio San Antonio", 7762-5180,Estela Ben Ajcalón De Tuy,Luis Leonardo Argueta Mogollón,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-01-0171-46,07-003,Solola,Solola,"Colegio De Educación Básica Impacto, Empoderando Mujeres","Km. 137, Caserío Xolbe, Aldea El Tablón", 3281-5153,Víctor Chumil Chiroy,Vilma Veronica Saloj Chiyal,Diversificado,Privado,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-01-0174-46,07-024,Solola,Solola,Programa Nacional De Educación Alternativa -Pronea-,13Av. 3-18 Barrio El Carmen, 7728-9930,María Ofelia Muy Quiché,Fredy Edgar Urízar Rodríguez,Diversificado,Oficial,Urbana,Abierta,Monolingue,Doble,A Distancia,Sololá
07-01-0175-46,07-024,Solola,Solola,"""Centro De Educación Extraescolar -Ceex-Departamental""",13 Calle 3-18 Zona 1, 4216-8347,María Ofelia Muy Quiché,Fredy Edgar Urízar Rodríguez,Diversificado,Oficial,Urbana,Abierta,Monolingue,Doble,Semipresencial,Sololá
07-01-0181-46,07-003,Solola,Solola,"Liceo Profesional ""Las Americas""","Caserío Central, Cantón El Tablón", 7762-3985,Víctor Chumil Chiroy,Camilio Yaxón Cosiguá,Diversificado,Privado,Rural,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Sololá
07-01-0184-46,07-004,Solola,Solola,Centro Educativo De Formación Profesional -Cefpro-,"Caserío Coxom, Aldea San Juan Argueta", 3300-7964,Víctor Miguel Menchú Menchú,Elias Miguel Rosales Tahay,Diversificado,Privado,Rural,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Sololá
07-01-0195-46,07-019,Solola,Solola,Centro Educativo Intercultural Para El Desarrollo Comunitario Ceideco,5Av. 2-28 Zona 1 Barrio San Antonio, 5562-9690,Estela Ben Ajcalón De Tuy,Vilma Jeannette Par Girón,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Sololá
07-01-0198-46,07-019,Solola,Solola,"Instituto Privado Urbano Mixto ""Sololá""",6Ta. Avenida 6-37 Barrio El Calvario Zona 2, 7762-3103,Estela Ben Ajcalón De Tuy,Patricia Rocío Samayoa Maldonado,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Sololá
07-01-0200-46,07-019,Solola,Solola,Centro Educativo De Formación Técnica -Ceftec-,"6 Avenida 13-60 Zona 1, Barrio El Carmen", 5825-5240,Estela Ben Ajcalón De Tuy,Israél Chocoj Yac,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Sololá
07-01-0499-46,07-019,Solola,Solola,Escuela Nacional De Ciencias Comerciales,13 Calle Y 5Ta. Avenida Esquina Zona 1, 5534-8935,Estela Ben Ajcalón De Tuy,Ramiro Panjoj Bulux,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-01-0500-46,07-019,Solola,Solola,Escuela Normal Privada,13 Calle Final Zona 1 Colonia Miralinda, 7762-4433,Estela Ben Ajcalón De Tuy,Jorge Mario Zelada Sánchez,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-01-0577-46,07-019,Solola,Solola,"Colegio ""Integral Sololateco""","6Ta. Avenida 6-37 Zona 2, Barrio El Calvario", 7762-3709,Estela Ben Ajcalón De Tuy,Elsa Jeanett Sánchez Soto,Diversificado,Privado,Urbana,Abierta,Bilingue,Vespertina,Diario(Regular),Sololá
07-01-0691-46,07-019,Solola,Solola,"Colegio Privado Urbano Para Varones ""Atitlán""",13 Calle 03-19 Zona 1 Barrio El Carmen, 7762-3319,Estela Ben Ajcalón De Tuy,Francisco Rolando Alvarado Recinos,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-01-0693-46,07-004,Solola,Solola,"Instituto De Ciencias Comerciales Por Cooperativa Rural Mixto ""San Juan Bautista""",Aldea San Juan Argueta, 4057-9014,Víctor Miguel Menchú Menchú,Wilmer Gabriel Menchú Ajpacajá,Diversificado,Cooperativa,Rural,Abierta,Bilingue,Vespertina,Diario(Regular),Sololá
07-01-2483-46,07-019,Solola,Solola,Escuela En Ciencias De La Computación,"3A. Calle 1-30 Zona 1, Barrio San Antonio", 5834-3319,Estela Ben Ajcalón De Tuy,Luis Leonardo Argueta Mogollón,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Sololá
07-01-2568-46,07-019,Solola,Solola,Colegio Monte Sion,6A. Avenida 8-07 Zona 2 Barrio El Calvario, 7762-3832,Estela Ben Ajcalón De Tuy,José David Tzay Puác,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-01-2702-46,07-003,Solola,Solola,Centro Educativo Comunitario Maya' Tijob'Äl Tz'Olojya',"Caserío Central, Aldea El Tablón", 7762-4283,Víctor Chumil Chiroy,Santiago Panjoj Tuy,Diversificado,Privado,Rural,Abierta,Bilingue,Vespertina,Diario(Regular),Sololá
07-01-2767-46,07-019,Solola,Solola,Escuela Normal De Educación Física,5A. Avenida 2-28 Zona 1, 7762-5207,Estela Ben Ajcalón De Tuy,Juana Nicolasa Tzorín Ordóñez,Diversificado,Oficial,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Sololá
07-01-2768-46,07-019,Solola,Solola,Instituto Tecnologico De La Universidad Del Valle De Guatemala Altiplano,"Km. 137, Caserío Xolbé Aldea El Tablón", 7931-0814,Estela Ben Ajcalón De Tuy,Cecilia Yordeny Vicente Zapeta,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Diario(Regular),Sololá
07-02-0006-46,07-005,Solola,San Jose Chacaya,Instituto Nacional De Educación Diversificada,"Zona 0, Sector Centro", 5090-5091,Justo Santiago Poncio Pú,Zoila Elizabeth Cuá Ajú,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-03-0002-46,07-014,Solola,Santa Maria Visitacion,Instituto Nacional De Educacion Diversificada,Sector Sur, 4178-7615,Francisco Aarón Matul Méndez,Gladis Nohemí Moreno Gómez,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-03-0008-46,07-014,Solola,Santa Maria Visitacion,"""Instituto Técnico Científico Intercultural -Iteci-""",Santa María Visitación, 5854-2494,Francisco Aarón Matul Méndez,Edwin Efraín Puác Dionisio,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-03-2928-46,07-014,Solola,Santa Maria Visitacion,Centro Educativo Comunitario Intercultural Por Madurez Cecim,Edificio Del Instituto La Salle Entrada Principal, 5727-4128,Francisco Aarón Matul Méndez,Victor Quiché Ajché,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Sololá
07-04-0008-46,07-006,Solola,Santa Lucia Utatlan,Colegio Privado Dr. Jorge Romero Imery,"Barrio ""El Rosario""", 7722-1518,Lester Francisco Puac Cochoy,Marcos Josué Aquino Noriega,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-04-0023-46,07-006,Solola,Santa Lucia Utatlan,Instituto Nacional De Educación Diversificada,Santa Lucía Utatlán, 3356-7108,Lester Francisco Puac Cochoy,Glendy Haidaly Pixabaj Godoy,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-04-0041-46,07-032,Solola,Santa Lucia Utatlan,Escuela Normal Regional De Occidente,"Parcelamiento El Molino San Pedro, Canton Chuchexic", 7823-4597,Moisés Israel Saquíc Joj,Moises Mariano Say Solís,Diversificado,Oficial,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-04-0042-46,07-032,Solola,Santa Lucia Utatlan,Escuela Normal Regional De Occidente,"Cantón Chuchexic, Parcelamiento El Molino San Pedro", 7823-4597,Moisés Israel Saquíc Joj,Moises Mariano Say Solís,Diversificado,Oficial,Rural,Abierta,Monolingue,Doble,Diario(Regular),Sololá
07-04-0091-46,07-032,Solola,Santa Lucia Utatlan,Escuela Normal Regional De Occidente,Canton Chuchexic Parcelamiento El Molino San Pedro, 7823-4597,Moisés Israel Saquíc Joj,Moises Mariano Say Solís,Diversificado,Oficial,Rural,Abierta,Bilingue,Doble,Diario(Regular),Sololá
